836226;Sibirionetta formosa;Sibirionetta formosa (Georgi, 1775);Sarcelle élégante;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
2007;Anas molissima;Anas molissima Linnaeus, 1758;Eider à duvet;Espèce;Chordata;Aves;Anseriformes;Anatidae;Marin et Terrestre
2005;Somateria mollissima;Somateria mollissima (Linnaeus, 1758);Eider à duvet;Espèce;Chordata;Aves;Anseriformes;Anatidae;Marin et Terrestre
2781;Anas spectabilis;Anas spectabilis Linnaeus, 1758;Eider à tête grise;Espèce;Chordata;Aves;Anseriformes;Anatidae;Marin et Terrestre
2779;Somateria spectabilis;Somateria spectabilis (Linnaeus, 1758);Eider à tête grise;Espèce;Chordata;Aves;Anseriformes;Anatidae;Marin et Terrestre
1970;Anas clypeata;Anas clypeata Linnaeus, 1758;Canard souchet;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
1972;Spatula clypeata;Spatula clypeata (Linnaeus, 1758);Canard souchet;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
1962;Anas discors;Anas discors Linnaeus, 1766;Sarcelle à ailes bleues;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
836223;Spatula discors;Spatula discors (Linnaeus, 1766);Sarcelle à ailes bleues;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
1975;Anas querquedula;Anas querquedula Linnaeus, 1758;Sarcelle d'été;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
1977;Querquedula creca;Querquedula creca ;Sarcelle d'été;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
836222;Spatula querquedula;Spatula querquedula (Linnaeus, 1758);Sarcelle d'été;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
2772;Anas ferruginea;Anas ferruginea Pallas, 1764;Tadorne casarca, Casarca roux;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
2773;Casarca ferruginea;Casarca ferruginea (Pallas, 1764);Tadorne casarca, Casarca roux;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
2770;Tadorna ferruginea;Tadorna ferruginea (Pallas, 1764);Tadorne casarca, Casarca roux;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
2769;Anas tadorna;Anas tadorna Linnaeus, 1758;Tadorne de Belon;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
2767;Tadorna tadorna;Tadorna tadorna (Linnaeus, 1758);Tadorne de Belon;Espèce;Chordata;Aves;Anseriformes;Anatidae;Continental (Terrestre et Eau douce)
441641;Anhima cornuta;Anhima cornuta (Linnaeus, 1766);Kamichi cornu;Espèce;Chordata;Aves;Anseriformes;Anhimidae;Terrestre
780302;Palamedea cornuta;Palamedea cornuta Linnaeus, 1766;Kamichi cornu;Espèce;Chordata;Aves;Anseriformes;Anhimidae;Terrestre
3590;Upupa epops;Upupa epops Linnaeus, 1758;Huppe fasciée;Espèce;Chordata;Aves;Bucerotiformes;Upupidae;Continental (Terrestre et/ou Eau douce)
441612;Aegotheles savesi;Aegotheles savesi E. L. Layard & E. L. C. Layard, 1881;Egothèle calédonien;Espèce;Chordata;Aves;Caprimulgiformes;Aegothelidae;Terrestre
441613;Aerodramus francicus;Aerodramus francicus (Gmelin, 1789);Salangane des Mascareignes;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
459602;Collocalia francica;Collocalia francica (Gmelin, 1789);Salangane des Mascareignes;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441614;Aerodramus leucophaeus;Aerodramus leucophaeus (Peale, 1848);;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
459541;Collocalia leucophaea;Collocalia leucophaea (Peale, 1848);;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441615;Aerodramus ocistus;Aerodramus ocistus (Oberholser, 1906);;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
459603;Collocalia ocista;Collocalia ocista (Oberholser, 1906);;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
778893;Aerodramus ocistus gilliardi;Aerodramus ocistus gilliardi (Somadikarta, 1994);;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
778892;Aerodramus ocistus ocistus;Aerodramus ocistus ocistus (Oberholser, 1906);;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441616;Aerodramus spodiopygius;Aerodramus spodiopygius (Peale, 1848);Salangane à croupion blanc;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
698725;Collocalia spodiopygia;Collocalia spodiopygia (Peale, 1848);Salangane à croupion blanc;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
520918;Aerodramus spodiopygius leucopygius;Aerodramus spodiopygius leucopygius (Wallace, 1864);Salangane à croupion blanc;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
822345;Collocalia leucopygia;Collocalia leucopygia Wallace, 1864;Salangane à croupion blanc;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441617;Aerodramus vanikorensis;Aerodramus vanikorensis (Quoy & Gaimard, 1830);Salangane de Vanikoro;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
459604;Collocalia vanikorensis;Collocalia vanikorensis (Quoy & Gaimard, 1830);Salangane de Vanikoro;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
809957;Aeronautes montivagus;Aeronautes montivagus (d'Orbigny & Lafresnaye, 1837);Martinet montagnard;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
813392;Cypselus montivagus;Cypselus montivagus d'Orbigny & Lafresnaye, 1837;Martinet montagnard;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
829119;Aeronautes montivagus tatei;Aeronautes montivagus tatei (Chapman, 1929);;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
829129;Duidia tatei;Duidia tatei Chapman, 1929;;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
199399;Apus affinis;Apus affinis (J.E. Gray, 1830);Martinet des maisons;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
813397;Cypselus affinis;Cypselus affinis J.E. Gray, 1830;Martinet des maisons;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
3551;Apus apus;Apus apus (Linnaeus, 1758);Martinet noir;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
3553;Cypselus apus;Cypselus apus ;Martinet noir;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
3554;Hirundo apus;Hirundo apus Linnaeus, 1758;Martinet noir;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441651;Apus balstoni;Apus balstoni (E. Bartlett, 1880);;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
440193;Apus barbatus;Apus barbatus (Sclater, 1866);Martinet;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
418741;Apus barbatus mayottensis;Apus barbatus mayottensis (Nicoll, 1906);Martinet du Cap;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
3555;Apus pallidus;Apus pallidus (Shelley, 1870);Martinet pâle;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Continental (Terrestre et/ou Eau douce)
3557;Cypselus pallidus;Cypselus pallidus Shelley, 1870;Martinet pâle;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Continental (Terrestre et/ou Eau douce)
441746;Chaetura brachyura;Chaetura brachyura (Jardine, 1846);Martinet polioure;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441747;Chaetura chapmani;Chaetura chapmani Hellmayr, 1907;Martinet de Chapman ;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441748;Chaetura martinica;Chaetura martinica (Hermann, 1783);Martinet chiquesol, Petit martinet noir, Hirondelle;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441745;Chaetura andrei;Chaetura andrei auct. non Berlepsch & Hartert, 1902;Martinet de Sick;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
790971;Chaetura andrei meridionalis;Chaetura andrei meridionalis Hellmayr , 1907;Martinet de Sick;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
720204;Chaetura meridionalis;Chaetura meridionalis Hellmayr, 1907;Martinet de Sick;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
199398;Chaetura pelagica;Chaetura pelagica (Linnaeus, 1758);Martinet ramoneur;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441749;Chaetura spinicaudus;Chaetura spinicaudus (Temminck, 1839);Martinet spinicaude;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
782439;Cypselus spinicaudus;Cypselus spinicaudus Temminck, 1839;Martinet spinicaude;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
837205;Chaetura vauxi;Chaetura vauxi (Townsend, 1839);;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
837223;Chaetura andrei;Chaetura andrei Berlepsch & Hartert, 1902;;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
837206;Chaetura vauxi andrei;Chaetura vauxi andrei Berlepsch & Hartert, 1902;;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441789;Collocalia esculenta;Collocalia esculenta (Linnaeus, 1758);;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
520941;Collocalia esculenta albidior;Collocalia esculenta albidior Salomonsen, 1983;Salangane soyeuse, Hirondelle des grottes;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
720233;Cypseloides cryptus;Cypseloides cryptus J.T.Zimmer, 1945;Martinet à menton blanc;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441846;Cypseloides niger;Cypseloides niger (Gmelin, 1789);Martinet sombre;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
813825;Hirundo nigra;Hirundo nigra Gmelin, 1789;Martinet sombre;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
645235;Nephoecetes niger;Nephoecetes niger (Gmelin, 1789);Martinet sombre;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
441847;Cypsiurus parvus;Cypsiurus parvus (Lichtenstein, 1823);Martinet des palmes;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
418740;Cypsiurus parvus griveaudi;Cypsiurus parvus griveaudi ;Martinet des Palmes;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
199397;Hirundapus caudacutus;Hirundapus caudacutus (Latham, 1801);Martinet épineux;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
442181;Panyptila cayennensis;Panyptila cayennensis (Gmelin, 1789);Martinet de Cayenne ;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
829128;Hirundo zonaris;Hirundo zonaris Shaw, 1796;Martinet à collier blanc;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
442388;Streptoprocne zonaris;Streptoprocne zonaris (Shaw, 1796);Martinet à collier blanc;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
829134;Hemiprocne albicincta;Hemiprocne albicincta Cabanis, 1862;;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
829133;Streptoprocne zonaris albicincta;Streptoprocne zonaris albicincta (Cabanis, 1862);;Sous-espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
782496;Cypselus squamatus;Cypselus squamatus Cassin, 1853;Martinet claudia;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
782497;Reinarda squamata;Reinarda squamata (Cassin, 1853);Martinet claudia;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
442399;Tachornis squamata;Tachornis squamata (Cassin, 1853);Martinet claudia;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
3558;Apus melba;Apus melba (Linnaeus, 1758);Martinet à ventre blanc, Martinet alpin;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Continental (Terrestre et/ou Eau douce)
3560;Hirundo melba;Hirundo melba Linnaeus, 1758;Martinet à ventre blanc, Martinet alpin;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Continental (Terrestre et/ou Eau douce)
3561;Tachymarptis melba;Tachymarptis melba (Linnaeus, 1758);Martinet à ventre blanc, Martinet alpin;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Continental (Terrestre et/ou Eau douce)
728089;Zoonavena grandidieri;Zoonavena grandidieri (Verreaux, 1867);Martinet de Grandidier;Espèce;Chordata;Aves;Caprimulgiformes;Apodidae;Terrestre
837992;Antrostomus carolinensis;Antrostomus carolinensis (Gmelin, 1789);Engoulevent de Caroline;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441718;Caprimulgus carolinensis;Caprimulgus carolinensis Gmelin, 1789;Engoulevent de Caroline;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
3542;Caprimulgus europaeus europaeus;Caprimulgus europaeus europaeus Linnaeus, 1758;Engoulevent d'Europe;Sous-espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Continental (Terrestre et/ou Eau douce)
3540;Caprimulgus europaeus;Caprimulgus europaeus Linnaeus, 1758;Engoulevent d'Europe;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Continental (Terrestre et/ou Eau douce)
3543;Caprimulgus europaeus meridionalis;Caprimulgus europaeus meridionalis Hartert, 1896;Engoulevent d'Europe;Sous-espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Continental (Terrestre et/ou Eau douce)
3544;Caprimulgus ruficollis;Caprimulgus ruficollis Temminck, 1820;Engoulevent à collier roux;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Continental (Terrestre et/ou Eau douce)
441722;Caprimulgus rufus;Caprimulgus rufus (Boddaert, 1783);;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441723;Caprimulgus vociferus;Caprimulgus vociferus A. Wilson, 1812;Engoulevent bois-pourri;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441767;Chordeiles acutipennis;Chordeiles acutipennis (Hermann, 1783);Engoulevent minime ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441768;Chordeiles gundlachii;Chordeiles gundlachii Lawrence, 1856;Engoulevent piramidig;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
199396;Chordeiles minor;Chordeiles minor (J.R. Forster, 1771);Engoulevent d'Amérique;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
782645;Caprimulgus nacunda;Caprimulgus nacunda Vieillot, 1817;Engoulevent nacunda;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
720205;Chordeiles nacunda;Chordeiles nacunda (Vieillot, 1817);Engoulevent nacunda;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
442251;Podager nacunda;Podager nacunda (Vieillot, 1817);Engoulevent nacunda;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441919;Eurostopodus mystacalis;Eurostopodus mystacalis (Temminck, 1826);;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
532350;Eurostopodus exul;Eurostopodus exul Mayr, 1941;Engoulevent de Nouvelle-Calédonie;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
520940;Eurostopodus mystacalis exul;Eurostopodus mystacalis exul Mayr, 1941;Engoulevent de Nouvelle-Calédonie;Sous-espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441719;Caprimulgus cayennensis;Caprimulgus cayennensis Gmelin, 1789;Engoulevent coré;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
720269;Hydropsalis cayennensis;Hydropsalis cayennensis (Gmelin, 1789);Engoulevent coré;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
828884;Caprimulgus climacocercus;Caprimulgus climacocercus Tschudi, 1844;Engoulevent trifide ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441990;Hydropsalis climacocerca;Hydropsalis climacocerca (Tschudi, 1844);Engoulevent trifide ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
828885;Hydropsalis climacocerca schomburgki;Hydropsalis climacocerca schomburgki Sclater, 1866;;Sous-espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441720;Caprimulgus maculicaudus;Caprimulgus maculicaudus (Lawrence, 1862);Engoulevent à queue étoilée ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
790970;Hydropsalis maculicaudus;Hydropsalis maculicaudus (Lawrence, 1862);Engoulevent à queue étoilée ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
813395;Stenopsis maculicaudus;Stenopsis maculicaudus Lawrence, 1862;Engoulevent à queue étoilée ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
442049;Lurocalis semitorquatus;Lurocalis semitorquatus (Gmelin, 1789);Engoulevent à queue courte ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
442150;Nyctidromus albicollis;Nyctidromus albicollis (Gmelin, 1789);Engoulevent pauraqué ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
441721;Caprimulgus nigrescens;Caprimulgus nigrescens Cabanis, 1848;Engoulevent noirâtre;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
720193;Hydropsalis nigrescens;Hydropsalis nigrescens (Cabanis, 1848);Engoulevent noirâtre;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
720167;Nyctipolus nigrescens;Nyctipolus nigrescens (Cabanis, 1848);Engoulevent noirâtre;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
442151;Nyctiprogne leucopyga;Nyctiprogne leucopyga (Spix, 1825);Engoulevent leucopyge ;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
418795;Caprimulgus maculosus;Caprimulgus maculosus (Todd, 1920);;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
829227;Nyctipolus maculosus;Nyctipolus maculosus Todd, 1920;;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
790963;Setopagis maculosa;Setopagis maculosa (Todd, 1920);;Espèce;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Terrestre
829187;Caprimulgus aethereus;Caprimulgus aethereus Wied-Neuwied, 1820;Ibijau à longue queue ;Espèce;Chordata;Aves;Caprimulgiformes;Nyctibiidae;Terrestre
442144;Nyctibius aethereus;Nyctibius aethereus (Wied-Neuwied, 1820);Ibijau à longue queue ;Espèce;Chordata;Aves;Caprimulgiformes;Nyctibiidae;Terrestre
829189;Caprimulgus longicaudatus;Caprimulgus longicaudatus Spix, 1825;;Espèce;Chordata;Aves;Caprimulgiformes;Nyctibiidae;Terrestre
829188;Nyctibius aethereus longicaudatus;Nyctibius aethereus longicaudatus (Spix, 1825);;Sous-espèce;Chordata;Aves;Caprimulgiformes;Nyctibiidae;Terrestre
442145;Nyctibius bracteatus;Nyctibius bracteatus Gould, 1846;Ibijau roux ;Espèce;Chordata;Aves;Caprimulgiformes;Nyctibiidae;Terrestre
442146;Nyctibius grandis;Nyctibius grandis (Gmelin, 1789);Grand Ibijau ;Espèce;Chordata;Aves;Caprimulgiformes;Nyctibiidae;Terrestre
442147;Nyctibius griseus;Nyctibius griseus (Gmelin, 1789);Ibijau gris ;Espèce;Chordata;Aves;Caprimulgiformes;Nyctibiidae;Terrestre
442148;Nyctibius leucopterus;Nyctibius leucopterus (Wied, 1821);Ibijau à ailes blanches ;Espèce;Chordata;Aves;Caprimulgiformes;Nyctibiidae;Terrestre
720299;Steatornis caripensis;Steatornis caripensis Humboldt, 1817;Guacharo des cavernes;Espèce;Chordata;Aves;Caprimulgiformes;Steatornithidae;Terrestre
782507;Amazilia brevirostris chionopectus;Amazilia brevirostris chionopectus (Gould, 1859);Ariane à poitrine blanche ;Sous-espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
459461;Amazilia brevirostris;Amazilia brevirostris (Lesson, 1829);Ariane à poitrine blanche ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441627;Amazilia chionopectus;Amazilia chionopectus (Gould, 1859);Ariane à poitrine blanche ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782508;Ornismya brevirostris;Ornismya brevirostris Gould, 1859;Ariane à poitrine blanche ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782509;Amazilia brevirostris brevirostris;Amazilia brevirostris brevirostris (Lesson, 1829);;Sous-espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782510;Amazilia brevirostris orienticola;Amazilia brevirostris orienticola Todd, 1942;Ariane à poitrine blanche (orienticola);Sous-espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782511;Amazilia chionopectus orienticola;Amazilia chionopectus orienticola Todd, 1942;Ariane à poitrine blanche (orienticola);Sous-espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441628;Amazilia fimbriata;Amazilia fimbriata (Gmelin, 1788);Ariane de Linné ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441629;Amazilia leucogaster;Amazilia leucogaster (Gmelin, 1788);Ariane vert-doré ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782512;Amazilia viridigaster;Amazilia viridigaster (Bourcier, 1843);Ariane à ventre vert;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782513;Trochilus viridigaster;Trochilus viridigaster Bourcier, 1843;Ariane à ventre vert;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
720194;Amazilia cupreicauda;Amazilia cupreicauda Salvin & Godman, 1884;Ariane à queue cuivrée;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782425;Amazilia viridigaster cupreicauda;Amazilia viridigaster cupreicauda Salvin & Godman, 1884;Ariane à queue cuivrée;Sous-espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
720196;Saucerottia cupreicauda;Saucerottia cupreicauda (Salvin & Godman, 1884);Ariane à queue cuivrée;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441643;Anthracothorax nigricollis;Anthracothorax nigricollis (Vieillot, 1817);Mango à cravate noire ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441644;Anthracothorax viridigula;Anthracothorax viridigula (Boddaert, 1782);Mango à cravate verte ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441665;Archilochus colubris;Archilochus colubris Linnaeus, 1758;Colibri à gorge rubis;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782351;Anthracothorax recurvirostris;Anthracothorax recurvirostris (Swainson, 1822);Colibri avocette, Mango avocette;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441682;Avocettula recurvirostris;Avocettula recurvirostris (Swainson, 1822);Colibri avocette, Mango avocette;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782427;Trochilus recurvirostris;Trochilus recurvirostris Swainson, 1822;Colibri avocette, Mango avocette;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441710;Calliphlox amethystina;Calliphlox amethystina (Boddaert, 1783);Colibri améthyste ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441715;Campylopterus largipennis;Campylopterus largipennis (Boddaert, 1783);Campyloptère à ventre gris ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
459469;Chlorestes notata;Chlorestes notata (G. C. Reich, 1793);Colibri à menton bleu, Émeraude à menton bleu;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441759;Chlorestes notatus;Chlorestes notatus (G. C. Reich, 1793);Colibri à menton bleu, Émeraude à menton bleu;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782442;Chlorostilbon notatus;Chlorostilbon notatus (G. C. Reich, 1793);Colibri à menton bleu, Émeraude à menton bleu;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782441;Trochilus notatus;Trochilus notatus G. C. Reich, 1793;Colibri à menton bleu, Émeraude à menton bleu;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441765;Chlorostilbon mellisugus;Chlorostilbon mellisugus (Linnaeus, 1758);Émeraude orvert ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441770;Chrysolampis mosquitus;Chrysolampis mosquitus (Linnaeus, 1758);Colibri rubis-topaze ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
720229;Colibri delphinae;Colibri delphinae (Lesson, 1839);Colibri de Delphine;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441841;Cyanophaia bicolor;Cyanophaia bicolor (Gmelin, 1788);Colibri à tête bleue;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Continental (Terrestre et/ou Eau douce)
441873;Discosura longicauda;Discosura longicauda (Gmelin, 1788);Coquette à raquettes;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
459481;Discosura longicaudus;Discosura longicaudus (Gmelin, 1788);Coquette à raquettes;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
782546;Trochilus longicaudus;Trochilus longicaudus Gmelin, 1788;Coquette à raquettes;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441904;Eulampis holosericeus;Eulampis holosericeus (Linnaeus, 1758);Colibri falle-vert, Falle-vert;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
526293;Sericotes holosericeus;Sericotes holosericeus (Linnaeus, 1758);Colibri falle-vert, Falle-vert;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
813848;Trochilus holosericeus;Trochilus holosericeus Linnaeus, 1758;Colibri falle-vert, Falle-vert;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441905;Eulampis jugularis;Eulampis jugularis (Linnaeus, 1766);Madère, Colibri madère;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441906;Eupetomena macroura;Eupetomena macroura (Gmelin, 1788);;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441923;Florisuga mellivora;Florisuga mellivora (Linnaeus, 1758);Colibri jacobin ;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
441955;Glaucis hirsuta;Glaucis hirsuta (Gmelin, 1788);Ermite hirsute;Espèce;Chordata;Aves;Caprimulgiformes;Trochilidae;Terrestre
